aadhaar_like_id,household_id,annual_income,scheme_enrolled,district,bank_account,phone_number,registrations_per_aadhaar,bank_shared_count,phone_shared_count,fraud_label
855744431351,HH26591,27257,MGNREGA,District_3,BA82337498,9689419124,1,1,8,1
084271094777,HH25525,53668,Food-Ration,District_49,BA52047116,9190229413,1,1,1,0
699938677496,HH69048,73327,Food-Ration,District_31,BA49909133,8123281206,4,1,1,1
403447134936,HH45683,35470,Food-Ration,District_35,BA21581669,7499471746,1,8,1,1
771906594013,HH53687,81270,MGNREGA,District_43,BA99049027,9429671756,1,1,1,0
125674680715,HH45003,51980,Food-Ration,District_9,BA45168087,6862282294,1,1,15,1
477109324808,HH60277,61249,Scholarship,District_39,BA61317127,8390179913,1,1,8,1
821465840449,HH51704,51948,PM-KISAN,District_46,BA97278755,9753396360,1,1,1,0
235882790691,HH80912,125568,Pension,District_40,BA87026217,8596158657,4,1,1,1
134316117240,HH91226,69595,Scholarship,District_32,BA05045562,7869222196,1,1,1,0
923747407482,HH48780,38268,MGNREGA,District_2,BA17594647,8367136959,1,1,1,0
640909743953,HH27322,94676,Food-Ration,District_24,BA39421047,6952145623,4,1,1,1
410384591291,HH13280,250581,Food-Ration,District_36,BA36851604,6754965137,3,1,1,1
593174612004,HH46666,76265,Pension,District_45,BA71138267,6001467383,1,1,5,1
537735158506,HH38305,11209,Scholarship,District_22,BA43171390,7879700408,1,1,10,1
290422842102,HH87812,30154,Pension,District_29,BA05395024,6208838055,1,1,10,1
839084700766,HH48652,75905,PM-KISAN,District_33,BA17711592,6249985698,1,1,1,0
961183673657,HH82924,92153,Pension,District_38,BA66156545,7711116152,1,1,1,0
885165604945,HH90422,75141,Food-Ration,District_2,BA19832731,8851493689,1,1,1,0
940244550229,HH16895,66530,Scholarship,District_11,BA68074292,9752545991,1,6,1,1
901476797643,HH27987,60966,MGNREGA,District_19,BA81561497,7186636297,1,1,13,1
510762268388,HH52568,25644,Scholarship,District_40,BA51606071,7558034544,1,1,17,1
751613696816,HH88957,48404,Scholarship,District_49,BA45352181,9735299712,1,1,11,1
127799799552,HH20057,56180,Pension,District_40,BA71774490,8814770054,1,1,1,0
986798079359,HH58870,101713,MGNREGA,District_25,BA78207151,7037788925,1,1,1,0
659051518644,HH22249,80308,PM-KISAN,District_33,BA92519254,9443894135,1,1,7,1
505423573322,HH63852,17108,MGNREGA,District_44,BA14188805,8409555141,1,1,9,1
379473834735,HH77621,79722,Pension,District_19,BA97746886,6169098354,1,1,9,1
124782613750,HH71925,58447,Scholarship,District_49,BA60685361,8305152204,1,1,1,0
779010432898,HH85372,49692,Scholarship,District_46,BA61434103,9971179808,1,1,1,0
246095396218,HH41604,88350,Pension,District_50,BA65632217,9706540515,1,9,1,1
952058527722,HH56789,100929,Pension,District_42,BA17043030,8486874034,1,1,1,0
541566765277,HH88986,97938,PM-KISAN,District_11,BA07454647,7845115447,1,7,1,1
757059640165,HH58623,44823,MGNREGA,District_29,BA82029702,6355690927,1,8,1,1
192856543102,HH68341,60723,Pension,District_44,BA78681447,7947312172,1,1,1,0
551884422583,HH78903,79937,PM-KISAN,District_50,BA13237058,8167927709,1,1,6,1
691251778528,HH42847,99266,Scholarship,District_41,BA92268018,9725412993,1,1,11,1
842498182992,HH47967,55624,MGNREGA,District_31,BA29959001,6943969078,1,1,1,0
364710276773,HH42495,64430,Scholarship,District_7,BA12374217,8881537147,1,8,1,1
046963259532,HH74866,36809,Food-Ration,District_42,BA78774701,6007931124,1,1,8,1
748016245650,HH22672,34113,PM-KISAN,District_24,BA60983584,8569896229,1,1,11,1
585239868000,HH76494,94375,Food-Ration,District_35,BA25787298,7595269495,1,1,1,0
794705516940,HH35006,110687,Pension,District_29,BA97499309,9289623091,1,1,1,0
562636897028,HH46569,67839,Food-Ration,District_20,BA38578652,9858549733,1,1,1,0
344375758441,HH83664,100105,MGNREGA,District_9,BA98665240,8157473384,1,1,1,0
955660541993,HH80143,80849,Pension,District_12,BA57120826,9734540193,4,1,1,1
620672400499,HH54185,50646,MGNREGA,District_37,BA52357515,9431527420,1,7,1,1
329668516122,HH97528,80841,Pension,District_30,BA75304637,8549904530,1,1,1,0
426841459332,HH24707,116141,Pension,District_36,BA72795687,7391878519,1,1,1,0
839822587139,HH10395,68925,Scholarship,District_38,BA15685175,9790874064,1,5,1,1
106518017046,HH39188,116939,Pension,District_49,BA22656766,6825128682,1,1,1,0
047868633752,HH62725,5000,PM-KISAN,District_15,BA43106903,7119079030,1,1,1,0
830284395995,HH78742,94657,MGNREGA,District_45,BA34283644,8729698063,1,1,13,1
662462873342,HH34966,72611,Pension,District_18,BA70866882,9343517518,1,1,1,0
699013983735,HH50425,61029,MGNREGA,District_24,BA40331739,7638546785,1,1,1,0
877175355609,HH95800,72752,MGNREGA,District_17,BA32048996,9249795243,1,1,9,1
777252287280,HH73334,10372,PM-KISAN,District_2,BA80100623,7322158919,1,1,11,1
088600848408,HH39603,63409,MGNREGA,District_44,BA62118233,8546156793,1,1,1,0
101666870021,HH33508,80713,MGNREGA,District_2,BA76591803,7974014890,1,1,1,0
392614293968,HH93115,114336,MGNREGA,District_29,BA56218501,9315999650,1,1,1,0
735866296194,HH27367,54451,Pension,District_12,BA31142626,8511047541,1,1,1,0
678886101581,HH49469,45745,MGNREGA,District_32,BA99560466,6839826224,1,1,1,0
212646471543,HH27842,54947,MGNREGA,District_21,BA79937124,6659657569,1,1,1,0
937526547935,HH28242,97462,MGNREGA,District_16,BA64651939,7807374167,1,1,1,0
426617979688,HH11382,79862,Pension,District_17,BA68058911,7529096561,1,1,1,0
388899375679,HH55652,54107,PM-KISAN,District_7,BA82507146,6125457387,1,1,1,0
775140105123,HH87621,85398,PM-KISAN,District_25,BA82825867,7622660937,1,1,1,0
033419182553,HH87354,72912,Pension,District_44,BA71478596,9915579249,1,1,1,0
251341252866,HH17026,99059,MGNREGA,District_1,BA92966278,7827422579,1,1,1,0
723688767677,HH85066,48938,Pension,District_18,BA21903404,7842797881,1,1,1,0
858078361340,HH55982,60170,Food-Ration,District_18,BA74517133,8962923309,1,1,1,0
982544948126,HH62802,58236,Food-Ration,District_48,BA04223253,9729466711,1,1,1,0
426792200471,HH92074,26094,PM-KISAN,District_2,BA63637454,8892975001,4,1,1,1
127706324241,HH39647,56422,Food-Ration,District_44,BA54152064,8359857506,1,1,5,1
700516271361,HH92323,77831,Scholarship,District_27,BA11554262,7189092753,1,1,1,0
973112196565,HH94694,70153,Pension,District_16,BA23413899,8043898364,1,1,1,0
761379180552,HH47550,62962,Food-Ration,District_50,BA69658271,6910430068,1,1,1,0
666188924141,HH89800,27538,Pension,District_20,BA01049491,8630316179,1,4,1,1
210202758842,HH84302,57380,Scholarship,District_24,BA52410564,6491778507,1,1,1,0
241913800030,HH75803,59718,Pension,District_12,BA75622086,6660489831,1,1,11,1
380617445187,HH13133,45931,Scholarship,District_35,BA05349493,8668715837,1,1,9,1
505064138367,HH84425,65161,Pension,District_28,BA68526659,8719182619,1,6,1,1
234456557431,HH44735,58476,Pension,District_6,BA32912127,6199613552,1,1,10,1
249035213568,HH35969,126585,PM-KISAN,District_24,BA04420678,7171210032,1,1,1,0
199410137215,HH68459,75237,Scholarship,District_3,BA10702966,9066253244,1,1,1,0
999347687014,HH45446,77726,Scholarship,District_2,BA62638380,9578759856,1,1,1,0
593040785932,HH56095,67766,Food-Ration,District_37,BA13348039,9522395590,1,1,1,0
293784270103,HH24538,12436,Food-Ration,District_24,BA93087059,7252500292,1,1,1,0
156915452267,HH33865,69204,Food-Ration,District_21,BA52895392,9442209690,1,1,1,0
939172513552,HH74629,71806,PM-KISAN,District_23,BA15704331,8410067626,1,1,1,0
861793271040,HH89602,143897,PM-KISAN,District_11,BA54115262,6815997062,1,1,1,0
560249235777,HH37125,64229,Scholarship,District_41,BA10698720,8061497310,4,1,1,1
417146774186,HH97574,79046,MGNREGA,District_35,BA25652704,6858572038,1,1,10,1
693806868793,HH20271,68958,PM-KISAN,District_13,BA16904120,7172233206,1,5,1,1
294511686854,HH47498,34939,Food-Ration,District_23,BA87099861,9229991191,1,8,1,1
646799702462,HH39878,104284,Scholarship,District_20,BA99606530,9450544471,1,1,1,0
281904483121,HH69827,92557,Pension,District_24,BA50821486,6103475578,4,1,9,1
345786103579,HH94853,93730,Scholarship,District_44,BA72798552,8140602933,1,1,1,0
346800722903,HH77045,42718,MGNREGA,District_36,BA49446657,8374896910,1,1,1,0
994417154544,HH86418,112083,Food-Ration,District_13,BA43283096,8207446660,1,1,1,0
538758428241,HH25437,27944,PM-KISAN,District_4,BA72482513,7599584383,1,1,11,1
999173816846,HH69251,87605,MGNREGA,District_14,BA02235697,7521752500,1,1,1,0
292712966667,HH75973,135713,Food-Ration,District_20,BA13584590,7003354216,1,6,1,1
210447898562,HH59177,40283,MGNREGA,District_50,BA26828488,7138160931,1,9,8,1
890901001676,HH90962,53011,Pension,District_19,BA66649206,9695163184,1,9,8,1
117393483564,HH23276,55509,MGNREGA,District_42,BA20873753,6011972181,1,1,1,0
374470120455,HH62461,54895,PM-KISAN,District_18,BA61100225,8794155216,1,1,1,0
676212021697,HH11620,23480,Food-Ration,District_50,BA97296590,7771670145,1,1,1,0
993588916375,HH76444,72056,Scholarship,District_36,BA62890028,9721753540,1,1,1,0
623312881969,HH57624,38130,Pension,District_15,BA17016608,6199488375,7,1,1,1
758997571130,HH61497,84207,Scholarship,District_30,BA55488510,7726149331,1,1,1,0
351609177982,HH60418,42417,PM-KISAN,District_39,BA70808697,7922169958,1,1,1,0
346547226984,HH86389,116498,Food-Ration,District_43,BA85833394,8228851587,1,1,1,0
684608106200,HH60972,46502,Scholarship,District_33,BA34244204,7805719838,1,1,5,1
719460664295,HH66165,60338,MGNREGA,District_36,BA73598933,8721228160,4,1,1,1
422940572025,HH81182,94405,Food-Ration,District_26,BA90947985,6583281826,1,1,1,0
153355543987,HH77746,33074,MGNREGA,District_33,BA80157399,7056164840,1,5,1,1
877043581128,HH33329,76823,MGNREGA,District_36,BA84517605,9120750110,1,7,1,1
193466766506,HH61788,109214,Pension,District_31,BA18091901,8814491476,1,1,1,0
283268424508,HH38939,21775,Food-Ration,District_17,BA82100996,6435368222,1,1,1,0
812778221021,HH96431,75539,MGNREGA,District_45,BA13975523,6491357759,4,1,1,1
929955620533,HH80597,77796,Scholarship,District_17,BA64525777,8478129142,1,1,1,0
110809969308,HH96858,93454,Scholarship,District_40,BA48872563,8278816580,1,1,1,0
282722992750,HH78337,32891,MGNREGA,District_48,BA37314530,7856770051,1,1,1,0
498926659184,HH29692,30386,Scholarship,District_11,BA63865577,6827231843,1,1,1,0
591365177739,HH77717,85658,PM-KISAN,District_39,BA26030299,7280920242,1,1,1,0
904137977236,HH12170,78909,Scholarship,District_34,BA92929842,8799136621,1,1,1,0
862912799088,HH85513,77514,Pension,District_28,BA11729806,9508637659,1,1,1,0
247314986430,HH65517,80393,Food-Ration,District_24,BA09818063,8651269448,1,1,1,0
363527721950,HH99727,49599,Pension,District_11,BA74495621,7721386589,4,1,1,1
601279611435,HH88579,76967,Food-Ration,District_34,BA19066984,6277038430,1,1,1,0
392053021465,HH62947,78792,Food-Ration,District_1,BA59076922,8895543937,1,6,1,1
426818184518,HH60157,48569,Scholarship,District_44,BA75349063,7577907141,1,5,1,1
356588043416,HH36577,125973,Scholarship,District_40,BA51827553,8237333433,1,1,1,0
521117908075,HH14268,84214,Food-Ration,District_23,BA95794728,6324078955,1,1,8,1
627187500369,HH64931,34260,MGNREGA,District_24,BA15594284,7479552763,1,1,1,0
647292931438,HH84427,89696,Pension,District_26,BA66322702,9728857448,1,1,1,0
120347175455,HH68580,40759,Pension,District_25,BA88450615,7998245587,1,1,1,0
947225699611,HH13027,93612,Scholarship,District_47,BA25355449,9475987622,1,1,1,0
341326111780,HH32361,104757,Pension,District_3,BA06811492,6643347228,1,1,1,0
557784872829,HH49789,45379,Pension,District_1,BA97968845,9831745642,1,1,1,0
825478077406,HH91962,98901,Scholarship,District_34,BA49308536,9632663416,1,1,1,0
944846312241,HH67464,82383,Pension,District_15,BA79749735,6208021442,1,1,1,0
120735647570,HH42396,94661,Pension,District_13,BA51204618,9234601367,1,1,1,0
718376452088,HH41862,126903,Pension,District_3,BA14743503,6365024916,1,1,1,0
979251327195,HH42859,62638,Pension,District_32,BA00528127,7585730652,1,1,1,0
784873928557,HH91229,47387,MGNREGA,District_50,BA49821827,8485708620,1,1,1,0
935186387829,HH84843,43314,PM-KISAN,District_43,BA45651181,6902370112,1,1,17,1
789940539103,HH22729,45525,Pension,District_47,BA71705865,6948014138,1,1,1,0
386338392886,HH52553,67686,MGNREGA,District_27,BA19576122,9852897558,1,1,1,0
659398368457,HH77013,80234,Food-Ration,District_37,BA76004908,7404335048,1,1,1,0
921075224593,HH85534,78300,PM-KISAN,District_6,BA34419693,6572791940,1,8,1,1
055661390604,HH66614,94815,MGNREGA,District_26,BA80589258,7206799813,1,1,1,0
225179086416,HH66369,70390,MGNREGA,District_44,BA86227837,8369600255,1,1,8,1
036637713669,HH29356,113606,MGNREGA,District_1,BA42597927,6335211039,7,1,1,1
514770538338,HH95820,62060,Pension,District_5,BA84879206,8428827613,1,1,10,1
645104636815,HH55453,151605,MGNREGA,District_23,BA79812387,7531628917,1,1,23,1
788099019999,HH27271,88770,Scholarship,District_42,BA56216893,9392649578,4,1,1,1
298324826292,HH27241,44285,Scholarship,District_2,BA51881252,6566474231,1,1,1,0
994999393305,HH45370,37873,PM-KISAN,District_15,BA17289752,9772233060,1,1,1,0
331279757366,HH15144,84474,Food-Ration,District_25,BA09656999,6817703886,1,1,1,0
803476447264,HH33445,63296,PM-KISAN,District_38,BA90827718,6298266570,1,1,1,0
371452111751,HH50378,91420,MGNREGA,District_47,BA86892686,6259222206,1,1,1,0
742123094077,HH46452,84197,Food-Ration,District_41,BA78097339,9767199038,4,1,1,1
830220502099,HH22206,67815,MGNREGA,District_21,BA45101622,8999827950,1,1,1,0
561681472145,HH91689,44596,MGNREGA,District_9,BA98043734,6794695489,3,8,1,1
997877293430,HH50340,24554,MGNREGA,District_33,BA10713966,6558303441,1,1,1,0
850155699023,HH82768,56604,Food-Ration,District_2,BA55770272,9857608495,1,1,1,0
395512405682,HH78825,95691,MGNREGA,District_12,BA99629145,6461735743,1,1,1,0
150317807823,HH87894,76422,Pension,District_22,BA27876187,7307681040,1,7,1,1
701840943533,HH55916,32627,Food-Ration,District_21,BA30158717,7410988138,1,8,1,1
424932149587,HH53559,75195,Scholarship,District_46,BA02070160,6662997954,1,1,1,0
817921717477,HH70455,81559,Scholarship,District_19,BA33294562,8577017157,1,1,1,0
599281615814,HH54852,43484,Food-Ration,District_45,BA87696393,7761539669,1,1,1,0
321971997581,HH96623,74611,Scholarship,District_29,BA72461919,9570132902,1,1,1,0
846997335494,HH46989,71746,Pension,District_16,BA65190986,7405800851,3,1,1,1
696566668327,HH27985,35710,PM-KISAN,District_30,BA23865624,9943067339,1,1,9,1
969278687653,HH24832,80733,Food-Ration,District_31,BA26909738,8689500975,1,1,1,0
186822831242,HH47907,86823,Scholarship,District_3,BA18949058,6778795654,4,1,1,1
949407929049,HH87564,102491,Scholarship,District_43,BA94440746,8294440192,1,9,1,1
752437280512,HH72420,101614,MGNREGA,District_31,BA12034929,7950410276,1,7,1,1
836674286047,HH98065,28669,Food-Ration,District_50,BA65801856,6795239679,1,1,11,1
385258001061,HH21322,41865,Food-Ration,District_9,BA81753443,6091093911,1,1,1,0
692124471746,HH61463,85451,Scholarship,District_42,BA54214066,8044271739,1,1,1,0
712863917410,HH74314,85413,PM-KISAN,District_28,BA11947072,6064256908,1,1,1,0
618306719855,HH23994,85451,MGNREGA,District_32,BA46015851,9432806346,1,1,1,0
173203093761,HH85936,185581,Scholarship,District_5,BA84787005,6294018692,1,1,8,1
027079032020,HH52498,87126,Pension,District_44,BA41792911,6799313656,1,1,1,0
982530925114,HH10946,104066,Scholarship,District_6,BA26416770,6219620710,1,5,1,1
946723248763,HH91123,98620,MGNREGA,District_49,BA29092791,8560833181,1,1,1,0
883734031277,HH13809,89541,PM-KISAN,District_33,BA54226957,8597010822,1,6,1,1
113799563531,HH33338,60541,PM-KISAN,District_24,BA53136363,6797062397,1,1,1,0
273543520904,HH78389,92769,PM-KISAN,District_14,BA65818569,8929298316,1,6,1,1
977406335693,HH83202,46815,Pension,District_45,BA92906007,6686717731,1,1,1,0
632543107427,HH45361,62895,Food-Ration,District_35,BA99077262,8851181673,1,1,15,1
931950850165,HH52003,55439,MGNREGA,District_18,BA79055281,7253817933,1,1,1,0
864015577881,HH46168,72456,Pension,District_45,BA78847951,7711624112,1,1,1,0
272380468275,HH70031,139439,MGNREGA,District_37,BA67043103,7037511892,1,1,9,1
242437540254,HH58453,13982,Scholarship,District_14,BA70087803,7231059274,1,7,1,1
212301973963,HH72781,90587,Pension,District_9,BA06727520,8474929751,4,1,1,1
814069375150,HH89308,21618,Food-Ration,District_4,BA93983430,6871863759,1,1,1,0
562656504554,HH72208,55842,Food-Ration,District_22,BA78137674,7662991234,1,1,1,0
196106462879,HH44429,102668,MGNREGA,District_41,BA23264870,8947873002,1,1,1,0
714627301471,HH51901,71928,PM-KISAN,District_45,BA95979647,6589042902,1,1,1,0
252045650448,HH11690,37667,Scholarship,District_34,BA18321928,8544518952,1,1,1,0
457652132833,HH88335,48540,Food-Ration,District_49,BA89888167,6120754527,1,1,1,0
524013223423,HH15672,90387,Pension,District_20,BA21611076,6310890714,1,6,1,1
011939325012,HH10567,48089,Pension,District_14,BA49552893,6190833428,1,1,1,0
875927125663,HH60434,76493,MGNREGA,District_30,BA83615171,7754801571,1,1,1,0
947386463175,HH54385,71367,Scholarship,District_39,BA20716781,6266912153,1,1,1,0
613674994657,HH75291,50451,Pension,District_12,BA96784271,6477320101,1,1,1,0
695249911877,HH14716,134318,Pension,District_12,BA34778485,6061675677,1,1,1,0
842762467197,HH18050,89017,Pension,District_38,BA88977828,6647969545,1,1,1,0
025590561655,HH70412,9245,PM-KISAN,District_37,BA65033349,6141520850,1,1,1,0
864079056965,HH38059,229924,MGNREGA,District_17,BA91713578,7084470945,1,1,8,1
049639191954,HH91915,50146,Food-Ration,District_30,BA19876351,8846853664,1,1,1,0
820829737489,HH47623,95573,Scholarship,District_17,BA69083572,7246651364,1,1,1,0
936312303477,HH51144,46224,Food-Ration,District_20,BA86603242,6448207001,1,1,1,0
165162319818,HH38063,66557,MGNREGA,District_29,BA98471391,6823614088,1,1,11,1
649078515867,HH40983,85149,PM-KISAN,District_25,BA40586557,6034864518,1,6,1,1
064413432756,HH69409,95972,Pension,District_49,BA04177656,6248156985,1,1,1,0
027206345911,HH58182,33991,Scholarship,District_26,BA23829657,9242954316,1,1,1,0
693008931734,HH25533,59964,Scholarship,District_46,BA20696942,6529108677,1,1,1,0
334476263934,HH27459,55751,MGNREGA,District_45,BA36262044,7973597107,1,1,1,0
636694118005,HH32264,50400,Food-Ration,District_32,BA37599004,6693467608,1,1,9,1
572158624150,HH16975,122963,Scholarship,District_10,BA68714469,8856257287,1,5,1,1
032074276170,HH96918,82149,Food-Ration,District_14,BA75877712,6513422849,1,1,1,0
908926137150,HH96005,32173,Food-Ration,District_29,BA02354722,6177749050,1,8,1,1
592304501896,HH50645,97535,Food-Ration,District_9,BA16423610,7266421476,1,1,1,0
515837767499,HH21006,133664,MGNREGA,District_30,BA61659266,6085732788,1,1,1,0
617422438649,HH12132,100973,Pension,District_48,BA08108186,9179454918,1,1,1,0
722601645977,HH95957,24418,PM-KISAN,District_30,BA94523219,8168006102,1,1,1,0
697499564122,HH65296,55472,Pension,District_8,BA03103037,7358081576,1,1,7,1
227770793349,HH17956,108007,Food-Ration,District_2,BA60501667,8076789973,1,1,1,0
695814671795,HH61166,48769,PM-KISAN,District_44,BA76024375,9383959724,1,1,1,0
572934172232,HH54267,83314,PM-KISAN,District_8,BA97167433,6054522801,1,1,1,0
931837455084,HH36920,93239,MGNREGA,District_11,BA28910771,6991808121,1,1,1,0
478712552137,HH28087,42192,PM-KISAN,District_27,BA60375482,6456532863,1,1,1,0
678507208115,HH46671,68214,Food-Ration,District_40,BA56260602,6846684550,1,1,1,0
267389975634,HH13655,5000,Food-Ration,District_38,BA10856288,6685316292,1,1,8,1
434681054851,HH98137,39268,Scholarship,District_46,BA01749075,7998935449,1,1,1,0
683158935712,HH44562,62422,Food-Ration,District_32,BA66110627,7715869886,1,1,1,0
677622827728,HH78521,32566,Scholarship,District_8,BA81377028,8196115940,1,1,1,0
545447022960,HH59454,118972,PM-KISAN,District_47,BA44327018,8106794975,1,1,1,0
922877725199,HH35221,27095,Food-Ration,District_35,BA66365807,8120948181,1,1,1,0
909837801820,HH13153,56798,Food-Ration,District_21,BA43397189,8690705626,1,1,1,0
641118242241,HH59219,73922,Pension,District_4,BA24620952,6046152654,1,1,1,0
339937886140,HH84481,113238,PM-KISAN,District_29,BA15570886,7048913824,1,18,1,1
183258238687,HH15961,26924,Scholarship,District_48,BA00794200,9494653984,1,1,1,0
891416128463,HH72459,104894,Pension,District_1,BA98554743,8537950209,1,1,1,0
268768118071,HH21792,70306,Food-Ration,District_41,BA56956201,9537030453,1,1,1,0
433750479303,HH44029,40554,Food-Ration,District_15,BA61498728,7999219212,1,1,1,0
843089487060,HH10676,83863,PM-KISAN,District_13,BA59361986,8803046875,1,7,1,1
519036133254,HH19556,75971,Food-Ration,District_40,BA11076095,8317350583,1,1,1,0
717911006512,HH88587,51993,Food-Ration,District_1,BA07049611,6804661963,1,1,1,0
767699150785,HH34369,72094,Scholarship,District_9,BA93110919,7928456797,1,1,1,0
002496854982,HH93958,58440,Scholarship,District_5,BA27495450,7038806533,1,1,1,0
537795995946,HH62469,73405,Scholarship,District_1,BA22831752,8438274115,1,7,10,1
501508124739,HH23263,89863,Pension,District_44,BA50033423,9124112977,1,1,4,0
261534735528,HH80184,117580,MGNREGA,District_10,BA04444841,9559630993,1,8,1,1
530428973179,HH62552,32865,Food-Ration,District_42,BA12868578,9255877749,1,1,1,0
033373634669,HH65850,133991,PM-KISAN,District_30,BA25481214,9853907895,1,1,1,0
665754602734,HH35774,11437,MGNREGA,District_17,BA15148881,8311150835,1,1,1,0
443928404456,HH21255,65446,MGNREGA,District_13,BA69078263,7373898775,1,1,1,0
663778052924,HH92554,55637,Food-Ration,District_39,BA01573678,8590902259,1,3,1,0
966361863715,HH40544,78429,MGNREGA,District_43,BA97412182,6970231643,1,1,1,0
817058025662,HH36604,51319,Food-Ration,District_46,BA12867163,7346729949,1,1,1,0
743027169385,HH66633,63756,PM-KISAN,District_25,BA97779014,9546926329,1,1,1,0
291603248413,HH19593,55209,PM-KISAN,District_25,BA76815118,8672438070,1,1,1,0
563600412577,HH61229,52319,Scholarship,District_5,BA71183727,8220912418,1,1,1,0
042752308370,HH13662,95488,Pension,District_22,BA81647090,6633533106,1,1,1,0
313122068155,HH61011,80710,Scholarship,District_30,BA83938661,7315520650,1,1,1,0
314950136497,HH86681,49212,PM-KISAN,District_25,BA18924195,9252571509,1,1,1,0
838903091436,HH46454,96987,MGNREGA,District_42,BA39102574,7263039752,1,1,1,0
086403553380,HH32764,79218,Food-Ration,District_36,BA33968527,6171302321,1,1,1,0
338167423362,HH89874,94385,PM-KISAN,District_49,BA93449734,9156627768,1,1,1,0
270661498282,HH75627,88888,MGNREGA,District_32,BA46747468,9152732300,1,1,1,0
666567491601,HH92700,45130,Pension,District_45,BA69236458,9506633705,1,1,1,0
249724399201,HH21648,53194,Pension,District_41,BA16691836,7644886946,1,1,6,1
952436402701,HH37862,92418,Scholarship,District_13,BA29707823,8223728179,1,7,1,1
023467912141,HH37665,88311,Food-Ration,District_1,BA77191911,9710040901,1,7,1,1
698477596555,HH46630,69372,Scholarship,District_24,BA53566905,8107620918,1,1,1,0
797863050505,HH76143,73519,Pension,District_9,BA73976915,9716493289,1,1,1,0
714872717833,HH53620,108329,Scholarship,District_37,BA32116025,9462529141,1,1,11,1
915668633414,HH34885,52252,PM-KISAN,District_28,BA87932307,8256904098,1,14,1,1
552899316087,HH72689,86412,Scholarship,District_32,BA52437729,9515242222,1,1,6,1
460523302764,HH27157,63934,MGNREGA,District_49,BA20865675,9618443861,1,1,1,0
904729277423,HH95209,63469,MGNREGA,District_38,BA95094750,9201572018,1,8,1,1
626301367492,HH85055,102963,PM-KISAN,District_18,BA61764750,6111783099,1,1,1,0
192676492151,HH33584,94762,Pension,District_36,BA82606888,9189813129,1,1,1,0
751029321840,HH74283,94405,MGNREGA,District_34,BA11845826,6340848729,1,1,1,0
367987811650,HH69777,109164,Pension,District_17,BA32983954,7961844626,4,1,1,1
628314359892,HH57555,70630,MGNREGA,District_50,BA62566093,6418186151,1,1,1,0
423401636112,HH55242,90458,Food-Ration,District_36,BA84971859,8849102562,1,1,1,0
967924082226,HH50001,60691,Pension,District_20,BA94053967,7757844683,1,1,1,0
651113129014,HH96661,79724,Food-Ration,District_44,BA87068277,6609306853,1,1,1,0
909728321528,HH10292,66095,Food-Ration,District_26,BA50676251,8381447443,1,1,1,0
348079705097,HH63833,72909,Pension,District_32,BA54510526,8016731882,1,1,1,0
024376545628,HH53412,87854,Pension,District_11,BA41772256,6531340266,1,1,1,0
374167872568,HH46991,250205,PM-KISAN,District_6,BA62110225,6305690674,1,1,1,1
639282341436,HH12314,132771,Food-Ration,District_13,BA37189239,9437044060,1,1,9,1
106684335670,HH37784,39819,MGNREGA,District_31,BA86041454,8635020005,1,1,1,0
491624755411,HH25775,33574,Pension,District_38,BA08255598,8343961129,1,1,1,0
337118954738,HH12867,104743,Scholarship,District_39,BA20236848,8571617688,1,1,1,0
